Column1,sslccode,talukcode,schoolname,address1,address2,address3,address4,pincode,management,urban,taluk,dist
13958,CC0325,CC04,NEW BRILLIANT'S ENG MED HIGH SCHOOL,"MASTHI, MALUR TQ",KOLAR DIST,,,NA,U,R,MALUR,KOLAR
13959,AS0499,AS01,J H S ENGLISH MEDIUM HIGH SCHOOL,"SBM COLONY , BSK I STAGE",BENGALURU DISTRICT,,,560050,U,U,SOUTH1,BANGALORE U SOUTH
13960,AS0500,AS03,SRI SAI VIDYAKDENDRA HIGH SCHOOL,4TH 'T' BLOCK JAYANAGAR,BENGALURU DISTRICT,,,560011,U,U,SOUTH3,BANGALORE U SOUTH
13961,AS0501,AS01,NEW GENERATION ENGLISH MED HIGH SCHOOL,"KANAKAPURA ROAD,BASAVANAGUDI",BENGALURU DISTRICT,,,560004,U,U,SOUTH1,BANGALORE U SOUTH
13962,AS0502,AS01,SUJATHA KANNADA MEDIUM HIGH SCHOOL,"SAKAMMA GARDEN,",BENGALURU DISTRICT,,,560004,A,U,SOUTH1,BANGALORE U SOUTH
13963,AS0503,AS02,MANTRALAYA VIDYALAYA HIGH SCHOOL,"ADARSHANAGAR , CHAMARAJAPET",BENGALURU DISTRICT,,,560018,A,U,SOUTH2,BANGALORE U SOUTH
13964,AS0504,AS01,VEDA VIGNANA MAHAVIDYA PEETA HIGH SCHOOL,"UDAYAPURA , KANAKAPURA ROAD",BENGALURU SOUTH  DISTRICT,,,560062,U,R,SOUTH1,BANGALORE U SOUTH
13965,AS0505,AS02,CAMBRIDGE ENGLISH MEDIUM HIGH SCHOOL,AZADNAGAR,BENGALURU DISTRICT,,,560018,U,U,SOUTH2,BANGALORE U SOUTH
13966,AS0506,AS02,NADAPRABHU PUBLIC HIGH SCHOOL,"OPP TO CHECK POST,MAGADI MAIN ROAD",BENGALURU DISTRICT,,,NA,U,U,SOUTH2,BANGALORE U SOUTH
13967,AS0507,AS02,SRI BEERESHWARA SWAMY ENG HR SEC S,CHAMARAJAPET,BENGALURU DISTRICT,,,560018,U,U,SOUTH2,BANGALORE U SOUTH
13968,AS0509,AS03,SATYABHAMA GOPAL ENGLISH MED HIGH SCHOOL,VIVEKANAGAR,BENGALURU DISTRICT,,,560047,U,U,SOUTH3,BANGALORE U SOUTH
13969,AS0511,AS02,ALMAS ENGLISH MEDIUM HIGH SCHOOL,"EIDGA MYDAN , MYSURU ROAD",BENGALURU DISTRICT,,,560026,U,U,SOUTH2,BANGALORE U SOUTH
13970,AS0512,AS02,SRI  N S NAGARAJ  MEMORIAL KANNADA MEDIUM HIGH SCHOOL,"13/1, 8TH CROSS, MAGADI ROAD",BENGALURU DISTRICT,,,560023,A,U,SOUTH2,BANGALORE U SOUTH
13971,AS0514,AS02,ST. CATHERINE  HIGH SCHOOL,COTTONPET,BENGALURU,,,56005,U,U,SOUTH2,BANGALORE U SOUTH
13972,AS0515,AS01,PANCHASHEELA KANNADA MEDIUM HIGH SCHOOL,"RAJARAJESHWARINAGAR , MYSURU ROAD",BENGALURU SOUTH  DISTRICT,,,560098,U,U,SOUTH1,BANGALORE U SOUTH
13973,AS0516,AS04,ROYAL ENGLISH MEDIUM HIGH SCHOOL,"RAMAIAH GARDEN , KADUGODI",BENGALURU DISTRICT,,,56005,U,U,SOUTH4,BANGALORE U SOUTH
13974,AS0418,AS01,VIVEKA VIDYALAYA HIGH SCHOOL,BYADARAHALLY,BENGALURU DISTRICT,,,560091,A,U,SOUTH1,BANGALORE U SOUTH
13975,AS0419,AS01,MARTIN LUTHER ENGLISH SCHOOL,"15TH MAIN,BSK 3RD STAGE,GIRINAGAR",BENGALURU DISTRICT,,,560050,U,U,SOUTH1,BANGALORE U SOUTH
13976,AS0420,AS03,JYOTHI KENDRIYA VIDYALAYA HIGH SCHOOL,YELACHENAHALLY,BENGALURU DISTRICT,,,560080,U,U,SOUTH3,BANGALORE U SOUTH
13977,AS0421,AS03,VIVEKANANDA HIGH SCHOOL,"4TH BLOCK , EAST JAYANAGAR",BENGALURU DISTRICT,,,560011,U,U,SOUTH3,BANGALORE U SOUTH
13978,AS0422,AS01,SHUBHAMANGALA HIGH SCHOOL,"ITTUMADAGU , BSK III STAGE",BENGALURU DISTRICT,,,560085,U,U,SOUTH1,BANGALORE U SOUTH
13979,AS0423,AS01,SAINT PHILOMINA HIGH SCHOOL,KUMARASWAMY LAYOUT,BENGALURU DISTRICT,,,560075,U,U,SOUTH1,BANGALORE U SOUTH
13980,AS0424,AS04,SRINIVASA ENGLISH MEDIUM HIGH SCHOOL,VARTHUR MAIN ROAD,BENGALURU DISTRICT,,,NA,U,R,SOUTH4,BANGALORE U SOUTH
13981,AS0425,AS03,NEW CHRIST COVNVENT HIGH SCHOOL,OLD MADIWALA ROAD,BENGALURU DISTRICT,,,560069,U,U,SOUTH3,BANGALORE U SOUTH
13982,AS0426,AS03,NIGHTINGALES ENGLISH HIGH SCHOOL,DEVARACHIKKANAHALLY,BENGALURU DISTRICT,,,560076,U,U,SOUTH3,BANGALORE U SOUTH
13983,AS0427,AS03,SHANTHINIKETANA ENGLISH MEDIUM H S,NEELASANDRA,BENGALURU DISTRICT,,,NA,U,U,SOUTH3,BANGALORE U SOUTH
13984,AS0428,AS03,LILLY ROSE ENGLISH MEDIUM HIGH SCHOOL,"BISMILLANAGAR,BANNERGHATTA RD",BENGALURU DISTRICT,,,560029,U,U,SOUTH3,BANGALORE U SOUTH
13985,AS0431,AS04,FATIMA ENGLISH MEDIUM HIGH SCHOOL,UDAYANAGAR.BEHIND TIN FACTORY.,BENGALURU DISTRICT,BENGALURU,,560016,U,R,SOUTH4,BANGALORE U SOUTH
13986,AS0432,AS03,IMAGE ENGLISH MEDIUM HIGH SCHOOL,"J P NAGAR , 6TH STAGE",BENGALURU DISTRICT,,,560078,U,U,SOUTH3,BANGALORE U SOUTH
13987,AS0433,AS02,K K HIGH SCHOOL,"II MAIN ROAD , JAGAJEEVANARAMNAGAR",BENGALURU DISTRICT,,,560078,U,U,SOUTH2,BANGALORE U SOUTH
13988,AS0436,AS04,HOLLY CROSS ENGLISH MEDIUM HIGH SCHOOL,THIPPASANDRA HAL II STAGE,BENGALURU DISTRICT,,,560008,U,U,SOUTH4,BANGALORE U SOUTH
13989,AS0437,AS04,POORNA PRAGATHI VIDYAMANDIRA HIGH SCHOOL,"A NARAYANAPURA , UDAYANAGAR",BENGALURU DISTRICT,,,NA,A,U,SOUTH4,BANGALORE U SOUTH
13990,AS0438,AS04,LITTLE FLOWER ENGLISH MEDIUM HIGH SCHOOL,"HAL II STAGE , INDIRANAGAR",BENGALURU DISTRICT,,,560008,U,U,SOUTH4,BANGALORE U SOUTH
13991,AS0439,AS04,SRI VEERABHADRASWAMY KANNADA MEDIUM H S,DODDAGUBBI,BENGALURU DISTRICT,,,NA,U,R,SOUTH4,BANGALORE U SOUTH
13992,AN0418,AN03,NOBLE SAINT ENGLISH SCHOOL,"KHUSHAL NAGAR, K G HALLI,",BENGALURU NORTH,,,560045,U,U,NORTH3,BANGALORE U NORTH
13993,AN0419,AN01,"SRI RAJALAKSHMI HIGH SCHOOL,",KAMALANAGAR,BENGALURU NORTH,,,560021,U,U,NORTH1,BANGALORE U NORTH
13994,AN0420,AN01,"MARUTHI VIDYAMANDIR HIGH SCHOOL,","MARUTHINAGAR, KAMAKSHIPALYA,",BENGALURU NORTH,,,560079,U,U,NORTH1,BANGALORE U NORTH
13995,AN0421,AN01,"VIJAYA BHARATHI HIGH SCHOOL,","BHUVANESHWARINAGAR, T.DASARAHALLI EXTN.,",BENGALURU NORTH,,,NA,U,U,NORTH1,BANGALORE U NORTH
13996,AN0422,AN02,MODERN ENGLISH HIGHER SECONDARY SCHOOL,"MARUTHI EXTN.,",BENGALURU NORTH,,,560021,U,U,NORTH2,BANGALORE U NORTH
13997,AN0424,AN01,"SRI RAJA RAJESHWARI HIGH SCHOOL,","NANDINI EXTN., 4TH STAGE,",BENGALURU NORTH,,,NA,U,U,NORTH1,BANGALORE U NORTH
13998,AN0425,AN04,OXFORD ENGLISH MED HIGH SCHOOL,"SANDYA ROAD, YELAHANKA,",BENGALURU NORTH,,,NA,U,U,NORTH4,BANGALORE U NORTH
13999,AN0426,AN04,JEENA HIGH SCHOOL,"AGRAHARA EXTN., JAKKUR POST,",BENGALURU NORTH,,,NA,U,U,NORTH4,BANGALORE U NORTH
14000,AN0427,AN04,SRI VINAYAKA VIDYA KENDRA ENG MED HS,"BYATARAYANAPURA,",BENGALURU NORTH,,,NA,U,U,NORTH4,BANGALORE U NORTH
14001,AN0428,AN04,SRI VINAYAKA VIDYA KENDRA ENG MED HS,"KODIGENAHALLI,",BENGALURU NORTH,,,NA,U,U,NORTH4,BANGALORE U NORTH
14002,AN0429,AN04,SRI SWAMY VIVEKANANDA HIGH SCHOOL,"ATTUR LAYOUT,NEAR HOUSING BOARD COLONY",BENGALURU,,,560064,U,R,NORTH4,BANGALORE U NORTH
14003,AN0431,AN02,NEW PUBLIC ENGLISH HIGH SCHOOL,"5TH CROSS ROAD, MALLESWARAM",BENGALURU NORTH,,,560003,U,U,NORTH2,BANGALORE U NORTH
14004,AN0327,AN02,CHANDRODAYA VIDYALAYA KANNADA H S,"NO 69 II MAIN RD KN EXT,YESHVANTHAPUR",BENGALURU,,,560022,U,U,NORTH2,BANGALORE U NORTH
14005,AN0328,AN03,INFANT JESUS HIGH SCHOOL,"CHURCH STREET , LINGARAJAPURAM",BENGALURU,,,560084,U,U,NORTH3,BANGALORE U NORTH
14006,AN0329,AN03,JAYALAKSHMI HIGH SCHOOL,"NARAYANASWAMY LAYOUT,R S PALYA",BENGALURU,,,560033,U,U,NORTH3,BANGALORE U NORTH
14007,AN0330,AN03,SAINT CHARLES KANNADA HIGH SCHOOL,"KAMMANAHALLI, SAINT THOMAS TOWN POST",BENGALURU,,,560084,U,U,NORTH3,BANGALORE U NORTH
14008,AN0331,AN04,MORARJI DESAI RESIDENTIAL SCHOOL,"ADAKIMARANAHALLI,",BENGALURU NORTH,,,NA,G,U,NORTH4,BANGALORE U NORTH
14009,AN0334,AN02,G.A. HIGH SCHOOL,"4TH 'N' BLOCK, RAJAJINAGAR",BENGALURU,,,560010,U,U,NORTH2,BANGALORE U NORTH
14010,AN0335,AN01,NEW OXFORD HIGH SCHOOL,"NO 42, 59TH CROSS,5TH BLOCK RAJAJINAGAR",BENGALURU,,,560010,U,U,NORTH1,BANGALORE U NORTH
14011,AN0336,AN03,GOVT URDU HIGH SCHOOL,DEVARAJEEVANAHALLY,BENGALURU,,,560045,G,U,NORTH3,BANGALORE U NORTH
14012,AN0337,AN03,AL-AMEEN KAMBALPOSH KANNADA HIGH SCHOOL,"NO 1/3 COL-HILL ROAD,SHIVAJINAGAR",BENGALURU,,,560051,U,U,NORTH3,BANGALORE U NORTH
14013,AN0338,AN02,M.S.V. HIGH SCHOOL,"NO 39, 4TH CROSS, MALLESWARAM",BENGALURU,,,560003,U,U,NORTH2,BANGALORE U NORTH
14014,AN0339,AN04,GOVERNMENT HIGH SCHOOL,BAGALAKUNTE,BENGALURU,,,560073,G,U,NORTH4,BANGALORE U NORTH
14015,DD0475,DD05,SHREE MAHAVERA NEW PABLIC HIGH SCHOOL,"2ND CROSS, K H B COLONY,",TUMAKURU TQ & DIST,,,572102,U,U,TUMKUR,TUMKUR
14016,DD0476,DD05,ACHARYA VIDYA PEETA ENG MED HIGH SCHOOL,SARASWATHI PURAM,TUMAKURU TQ & DIST,,,572105,U,U,TUMKUR,TUMKUR
14017,AS1120,AS04,SHISHU MANDIR EDUCATION CENTRE ENGLISH HIGH SCHOOL,"HELLANAGAR, KITHIGANUR MAIN ROAD",VIRGO NAGAR POST,BENGALURU,,560049,U,U,SOUTH4,BANGALORE U SOUTH
14018,RR0378,RR05,KITTURU RANI CHENNAMMA RESIDENTIAL SCHOOL (SC),"P W D CAMP, MASKI ROAD",OPP  SDMT POLYTECHNIC,SINDHANUR TQ,RAICHUR DIST,NA,G,U,SINDHANUR,RAICHUR
14019,DD0478,DD05,"CHAITHANYA VIDYA MANDIRA HIGH SCHOOL,","WARD NO 01, ANTHARASANAHALLI,",TUMAKURU TQ & DIST,,,572105,U,U,TUMKUR,TUMKUR
14020,AS1121,AS05,SURYODAYA ENGLISH HIGH SCHOOL,"THIRUPALYA, BOMMASANDRA POST","JIGANI HOBLI, ANEKAL TQ",BENGALURU SOUTH DIST,,NA,U,R,ANEKAL,BANGALORE U SOUTH
14021,AS1122,AS01,GOSPEL INTERNATIONAL SCHOOL,"IDEAL HOMES, 2ND STAGE","GATTIGERE LAYOUT, RAJARAJESHWARI NAGAR",BENGALURU,,560098,U,U,SOUTH1,BANGALORE U SOUTH
14022,DD0479,DD03,ARVIND INTERNATIONAL HIGH SCHOOL,"GIRIGOWDANA PALYA GATE, MADDUR ROAD,","KASABA HOBLI, KUNIGAL TQ",TUMAKURU DIST,,572130,U,R,KUNIGAL,TUMKUR
14023,AS1123,AS03,SRI SAI RAM VIDYA SAMSTHE HIGH SCHOOL,"NO.36, SRINIVASAREDDY LAYOUT","SOMASANDRA PALYA, H S R LAYOUT POST",BENGALURU,,560102,U,U,SOUTH3,BANGALORE U SOUTH
14024,DD0480,DD05,ANKUR ENG MED HIGH SCHOOL,"15TH CROSS, S S PURAM,",TUMAKURU TQ & DIST,,,572102,U,U,TUMKUR,TUMKUR
14025,RR0379,RR04,BASAVASHREE HIGH SCHOOL,MARUTHI NAGAR,RAICHUR DIST,,,584101,U,U,RAICHUR,RAICHUR
14026,KK0447,KK01,SWAMY VIVEKANANDA ENGLISH HIGH SCHOOL,KUVEMPU BADVANE,BHADRAVATHI TQ,SHIVAMOGGA DIST,,577301,U,R,BHADRAVATI,SHIMOGA
14027,AN0984,AN04,TAWAKKAL HIGH SCHOOL,"NO-54/2, KADUSONNAPPANA HALLI",HENNUR-BAGALUR ROAD,BENGALURU,,562149,U,U,NORTH4,BANGALORE U NORTH
14028,AS1150,AS03,MODERN ENGLISH HIGH SCHOOL,"5TH CROSS, ANEPALYA, ADUGODI POST,",BENGALURU,,,560030,U,U,SOUTH3,BANGALORE U SOUTH
14029,GG0474,GG01,MULIYA THIMMAPPAYYA MEMORIAL ENGLISH MEDUIM HIGH SCHOOL,"MULIYA, BANTWAL TQ",DAKSHINA KANNADA  DIST,,,574235,U,R,NA,DAKSHINA KANNADA
14030,NN0447,NN02,GULISTANE URDU MEDIUM HIGH SCHOOL,"BALEKUNDRI (B K),",BELAGAVI TQ AND DIST,,,591103,U,R,BELGAUM,BELGAUM
14031,QQ0656,QQ05,BI BI SULTAN HIGH SCHOOL,"USMANIA COLONY, BEHIND L M V CARE HOSPITAL","RING ROAD, KALABURAGI DIST",,,585105,U,U,GULBARGA NORTH,GULBARGA
14032,FF0464,FF05,SRI SATHYASAI SARASWATHI ENGLISH MEDIUM BOYS' HIGH SCHOOL,"MARADEVANA HALLI,","DUDDA HOBLI,",MANDYA TQ & DIST,,571405,U,R,MANDYA NORTH,MANDYA
14033,FF0465,FF05,SRI SATHYASAI SARASWATHI KANNADA MEDIUM BOYS' HIGH SCHOOL,"MARADEVANA HALLI,","DUDDA HOBLI,",MANDYA TQ & DIST,,571405,U,R,MANDYA NORTH,MANDYA
14034,FF0466,FF07,"ADHARSHA VIDYALAYA,(R.M.S.A)","PANDAVAPURA TOWN,","PANDAVAPURA TQ,",MANDYA  DIST,,571434,G,U,PANDAVAPURA,MANDYA
14035,FF0467,FF03,"ADHARSHA VIDYALAYA,(R.M.S.A)","MALAVALLI TOWN,","MALAVALLI TQ,",MANDYA DIST,,571430,U,R,MALAVALLY,MANDYA
14036,AN0991,AN04,MATHRU VIDYANIKETHANA HIGH SCHOOL,YALAHANKA UPANAGAR,BENGALURU,,,560064,U,U,NORTH4,BANGALORE U NORTH
14037,AN0990,AN04,SREMATHI ARAVINDH THAYAR GIRLS HIGH SCHOOL,THARABANAHALLI,HESARAGATTA ROAD,BENGALURU,,NA,U,U,NORTH4,BANGALORE U NORTH
14038,AN0989,AN04,HUDA NATIONAL HIGH SCHOOL,RASHADH NAGAR,BENGALURU,,,560045,U,U,NORTH4,BANGALORE U NORTH
14039,AN0992,AN04,NEW ORCHARD PUBLIC HIGH SCHOOL,"NO-122, 17TH CROSS","GOVINDAPURA, ARABIC COLLEGE POST",BENGALURU,,560045,U,U,NORTH4,BANGALORE U NORTH
14040,AN0993,AN01,APOLLO ENGLISH MEDIUM HIGH SCHOOL,DHOMBARA HALLI,LAKSHMIPURA POST,MADHANAYAKANA HALLI,BENGALURU,560123,U,R,NORTH1,BANGALORE U NORTH
14041,AN0994,AN03,S M K HIGH SCHOOL,"NO-65/66, GANAPATHI TEMPLE ROAD","M S NAGARA POST, OLD BAYAPANNAHALLI",BENGALURU,,560033,U,R,NORTH3,BANGALORE U NORTH
14042,FF0471,FF08,SAINT MARIS ENG MED  HIGH SCHOOL,GANJAM POST,"SRIRANGAPATTANA TQ,",MANDYA DIST.,,571438,U,R,SRIRANGAPATTANA,MANDYA
14043,FF0472,FF02,AISHWARYA INTERNATIONAL PUBLIC SCHOOL,"B.M.ROAD,","NEAR H.K.V.NAGAR,MADDUR TQ,",MANDYA DIST,,571428,U,R,MADDUR,MANDYA
14044,QQ0699,QQ07,BASAVAPRABHU KANNADA MEDIUM HIGH SCHOOL,"KARNATAKA HOUSING BOARD COLONY,","KOTANOOR (D),  OLD JEWARGI ROAD,",KALABURAGI,,585102,U,U,GULBARGA SOUTH,GULBARGA
14045,QQ0697,QQ05,SANA ENGLISH MEDIUM HIGH SCHOOL,"MADINA COLONY,","M.S.K.MILL,",KALABURAGI,,585103,U,U,GULBARGA NORTH,GULBARGA
14046,QQ0698,QQ05,SANA URDU MEDIUM HIGH SCHOOL,"MADINA  COLONY,","M.S.K.MILL,",KALABURAGI,,585103,U,U,GULBARGA NORTH,GULBARGA
14047,QQ0696,QQ05,SARASWATI VIDYAMANDIR HIGH SCHOOL,"BALE LAYOUT,","NEW RAGHAVENDRA COLONY,",KALABURAGI,,585103,U,U,GULBARGA NORTH,GULBARGA
14048,QQ0700,QQ01,ADARSHA VIDYALAYA (R.M.S.A),"ATANOOR,",AFZALPUR  TQ,KALABURAGI DIST.,,585301,G,R,AFZALPUR,GULBARGA
14049,QQ0701,QQ02,PRAGNYA HIGH SCHOOL,MOGHA (K),ALAND TQ,KALABURAGI DIST,,NA,U,R,ALAND,GULBARGA
14050,QQ0702,QQ06,SRI VISHWAJYOTHI HIGH SCHOOL,"JEVARGI,",KALABURAGI DIST,,,585310,U,U,JEWARGI,GULBARGA
14051,QQ0703,QQ04,CHAMUNDESHWARI HIGH SCHOOL,KALAGI,"CHITTAPURA  TQ,",KALABURAGI DIST.,,585312,U,R,CHITTAPUR,GULBARGA
14052,OA0396,OA05,VISHWESHWARAYA KAN MED HIGH SCHOOL,"HUNNUR ROAD,SIDDARAMESHWARA COLONY","HUNNUR ROAD, JAMKHANDI TQ",BAGALKOTE DIST,,NA,U,U,JAMAKHANDI,BAGALKOT
14053,OA0397,OA01,UPGRADED GOVT HIGH SCHOOL,"PARWATHI, BADAMI TQ",BAGALKOTE DIST,,,NA,G,R,BADAMI,BAGALKOT
14054,OA0398,OA06,SRI SAI GANGOTRI ENG MED HIGH SCHOOL,"SAINAGAR, KATARAKE ROAD",MUDOOLA TQ,BAGALKOTE DIST,,NA,U,U,MUDHOL,BAGALKOT
14055,OA0399,OA05,SAI SANKALP ENGLISH MEDIUM HIGH SCHOOL,"MADHURKHANDI, JAMKANDI TQ",BAGA;LKOTE DIST,,,NA,U,R,JAMAKHANDI,BAGALKOT
14056,OA0400,OA05,B L D E ASSOCIATION'S  ENG MED HIGH SCHOOL,"JAMKHANDI, JAMKHANDI TQ",BAGALKOTE DIST,,,NA,U,U,JAMAKHANDI,BAGALKOT
14057,OA0401,OA05,SRI VINAYAKA VIDYAVARADAKA  SOCIETY THERDAL HIGH SCHOOL,"THERDAL, JAMKANDI TQ",BAGALKOTE DIST,,,NA,U,U,JAMAKHANDI,BAGALKOT
14058,AS01207,AS05,H O P E ENGLISH HIGH SCHOOL,BYATARAYANADODDI,ANEKAL TALUK,BENGALURU SOUTH,,560083,U,R,ANEKAL,BANGALORE U SOUTH
14059,SS0492,SS04,PRAGATHI HIGH SCHOOL,BADRUDDIN COLONY,CHIDRI ROAD BIDAR TQ,BIDAR DIST,,585403,U,U,BIDAR,BIDAR
14060,SS0493,SS03,NEELAMMA VEERABASAPPA PATIL HIGH SCHOOL,KHATAK CHINCHOLI,BHALKI TQ,BIDAR DIST,,585429,U,R,BHALKI,BIDAR
14061,AS0440,AS04,SRI SARASWATHI VIDYAMANDIRA ENG MED H S,KAGGADASANAPURA,BENGALURU DISTRICT,,,NA,U,U,SOUTH4,BANGALORE U SOUTH
14062,AS0441,AS03,ST MIRA'S HIGH SCHOOL,"CA-06, DOLLARS COLONY",BTM 1ST STAGE,BENGALURU,,560068,U,U,SOUTH3,BANGALORE U SOUTH
14063,AS0442,AS04,MOTHER MARRY ENGLISH MEDIUM SCHOOL,HAL II STAGE,BENGALURU DISTRICT,,,560075,U,U,SOUTH4,BANGALORE U SOUTH
14064,AS0443,AS05,SRI SHARADA VILAS KANNADA MEDIUM H S,"MAYASANDRA , ANEKAL TALUK",BENGALURU DISTRICT,,,NA,A,R,ANEKAL,BANGALORE U SOUTH
14065,AS0444,AS01,SHANTHINIKETANA KANNADA MEDIUM H S,"AVALAHALLY, 50 FEET ROAD",BENGALURU SOUTH,,,560026,U,U,SOUTH1,BANGALORE U SOUTH
14066,AS0445,AS02,M E S ENGLISH MEDIUM HIGH SCHOOL,"CANARA BANK COLONY, NAGARABAVI ROAD",BENGALURU DISTRICT,,,560072,U,U,SOUTH2,BANGALORE U SOUTH
14067,AS0446,AS02,JANAVAHINI KANNADA MEDIUM HIGH SCHOOL,PATTEGARANAPALYA,BENGALURU DISTRICT,,,560079,A,U,SOUTH2,BANGALORE U SOUTH
14068,AS0447,AS01,ST MATHA'S  HIGH SCHOOL,"PANCHAMUKHI GANAPATHI COLONY,","TAVAREKERE,",BENGALURU SOUTH,BENGALURU,562130,U,R,SOUTH1,BANGALORE U SOUTH
14069,AS0449,AS01,ARASU KUMAR KANNADA MEDIUM HIGH SCHOOL,SRINAGAR,BENGALURU,,,560050,A,U,SOUTH1,BANGALORE U SOUTH
14070,DD0156,DD06,SRI  VISHWABHARATHI  RURAL H S,MUTHAGADHAHALLI  TURUVEKERE  TALUK,TUMAKURU DISTRICT,,,NA,A,R,TURUVEKERE,TUMKUR
14071,DD0158,DD05,BANJARA  VIDYAVARDHAKA  H S,"MARALUR, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,U,TUMKUR,TUMKUR
14072,DD0159,DD05,SRI  BYRAVESHWARA RES H S,"SADASHIVANAGAR , TUMAKURU",TUMAKURU DISTRICT,,,NA,A,U,TUMKUR,TUMKUR
14073,DD0161,DD04,NALANDA  HIGH   SCHOOL,"TIPTUR,",TUMAKURU DISTRICT,,,NA,U,U,TIPTUR,TUMKUR
14074,DD0162,DD03,GOVERNMENT  HIGH SCHOOL,"KODAVATTHI, KUNIGAL  TALUK",TUMAKURU DISTRICT,,,NA,G,R,KUNIGAL,TUMKUR
14075,DD0163,DD02,GOVERNMENT  HIGH  SCHOOL,"MADENAHALLI, KASABA HOBLI ,",GUBBI TQ.,TUMAKURU DIST.,,NA,G,R,GUBBI,TUMKUR
14076,DD0164,DD05,GOVERNMENT  HIGH  SCHOOL,"SIRIVARA, TUMAKURU",TUMAKURU DISTRICT,,,NA,G,R,TUMKUR,TUMKUR
14077,DD0165,DD03,M.G.M.   HIGH   SCHOOL,"GUNNAGERE, KUNIGAL  TALUK",TUMAKURU DISTRICT,,,NA,A,R,KUNIGAL,TUMKUR
14078,DD0167,DD06,KANCHIRAYA  HIGH  SCHOOL,"LOKAMMANAHALLI, TURUVEKEE TALUK",TUMAKURU DISTRICT,,,NA,A,R,TURUVEKERE,TUMKUR
14079,DD0168,DD06,NEHRU VIDYA SHALA  BALIKA  H S,"MAYASANDRA, TURUVEKERE  TALUK",TUMAKURU DISTRICT,,,NA,A,R,TURUVEKERE,TUMKUR
14080,DD0169,DD01,KANAKADASA   HIGH  SCHOOL,"HULIYAR, C.N.HALLY  TALUK",TUMAKURU DISTRICT,,,NA,A,R,CHIKNAYAKANHALLI,TUMKUR
14081,DD0170,DD05,UMAPRAGATHI SANIYALA HIGH SCHOOL,"MYDHALA ROAD, TUMAKURU",TUMAKURU DISTRICT,,,572104,A,U,TUMKUR,TUMKUR
14082,DD0171,DD02,SRI  MALLIKARJUNASWAMY  EDN. SOC," JR.COLLEGE, BETTADAHALLI", JR.COLLEGE,TUMAKURU DISTRICT,,NA,A,R,GUBBI,TUMKUR
14083,DD0172,DD02,GOVERNMENT  HIGH  SCHOOL,"K. MATTHIGHATTA, GUBBI TALUK",TUMAKURU DISTRICT,,,NA,G,R,GUBBI,TUMKUR
14084,DD0174,DD05,GOVERNMENT  HIGH  SCHOOL,"BYATHA, TUMAKURU",TUMAKURU DISTRICT,,,NA,G,R,TUMKUR,TUMKUR
14085,DD0175,DD03,GOVERNMENT  HIGH SCHOOL,"DODDAMADURE  YADIYUR  HO, KUNIGAL  TALUK",TUMAKURU DISTRICT,,,NA,G,R,KUNIGAL,TUMKUR
14086,DD0176,DD04,GOVERNMENT  HIGH  SCHOOL,"HALEPALYA, TIPTUR",TUMAKURU DISTRICT,,,NA,G,U,TIPTUR,TUMKUR
14087,DD0177,DD06,GOVERNMENT  HIGH SCHOOL,"HULIKAL, TURUVEKEE TALUK",TUMAKURU DISTRICT,,,NA,G,R,TURUVEKERE,TUMKUR
14088,DD0178,DD03,GOVERNMENT  HIGH SCHOOL,"SHETTIGERE, KUNIGAL  TALUK",TUMAKURU DISTRICT,,,NA,G,R,KUNIGAL,TUMKUR
14089,DD0180,DD05,GOVERNMENT   JUNIOR   COLLEGE,"MASKAL, TUMAKURU",TUMAKURU DISTRICT,,,NA,G,R,TUMKUR,TUMKUR
14090,DD0181,DD04,ANUDANITHA  S.L.B.S.  HIGH  SCHOOL,"SARTHAVALLI, TIPTUR TALUK",TUMAKURU DISTRICT,,,NA,A,R,TIPTUR,TUMKUR
14091,DD0182,DD05,SRI  UMAPRAGATHI  HIGH  SCHOOL,"MAIDALA, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14092,DD0183,DD05,SRI  GANGADHARESWARA  SANIVASA  H S,"K.PALASANDRA, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14093,DD0184,DD05,GOVERNMENT  HIGH  SCHOOL,"KANAKUPPE, TUMAKURU",TUMAKURU DISTRICT,,,NA,G,R,TUMKUR,TUMKUR
14094,DD0185,DD05,SRI  LOKAMBA  HIGH  SCHOOL,"SEEBI  KSHETHRA, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14095,DD0186,DD05,RUSHIMATHI  HIGH  SCHOOL,"BRAMHASANDRA, TUMAKURU",TUMAKURU DISTRICT,,,NA,A,R,TUMKUR,TUMKUR
14096,RR0380,RR03,SRI SHARADA  HIGH SCHOOL,ATHNOOR,MANVI TQ,RAICHUR DIST,,584136,U,R,MANVI,RAICHUR
14097,DD0481,DD05,S R S ENG MED HIGH SCHOOL,"BADDIHALLI MAIN ROAD, GOKULA EXTENSION",TUMAKURU TQ & DIST,,,572104,U,U,TUMKUR,TUMKUR
14098,AS1124,AS03,THE SOCRATES PUBLIC SCHOOL,"GREEN HOUSE LAYOUT, BETTADASANAPURA","DODDATHOGURU, BENGALURU",,,560100,U,R,SOUTH3,BANGALORE U SOUTH
