"","Block_Name","Rural_Urban","No_of_Working_Days","No_of_Acad_Inspection","School_Dev_Grant_Recd","School_Dev_Grant_Expnd","TLM_Grant_Recd","TLM_Grant_Expnd","Tot_Clrooms","Toilet_Girls","Electricity","Library","PlayGround","Male_Tch","Female_Tch","Graduate_Teachers","Tch_with_Prof_Qual","Days_involved_in_non_tch_assgn","Teachers_involved_in_non_tch_assgn","acyear","Public","Split"
"391819","SAKALESHAPURA",1,0,0,40000,38310,3000,3000,3,1,1,1,1,7,1,8,8,0,29230813402,7,1,0
"391825","SAKALESHAPURA",1,0,3,25000,24859,0,0,13,1,1,1,1,4,1,5,5,0,29230813704,7,1,0
"391836","SAKALESHAPURA",1,0,0,59000,59000,2500,2500,4,1,1,1,1,4,4,8,8,61,29230814502,7,1,0
"391845","SAKALESHAPURA",1,0,0,50000,32572,2500,2500,0,1,1,1,0,7,1,7,8,0,29230815203,7,1,0
"391856","SAKALESHAPURA",1,0,1,0,0,0,0,4,1,1,1,1,5,2,4,7,0,29230818204,7,1,0
"391864","BANTWAL",1,0,1,0,0,0,0,9,1,1,1,1,0,9,7,9,45,29240100104,7,0,0
"391870","BANTWAL",1,0,3,0,0,0,0,10,1,1,1,1,10,0,10,10,0,29240100207,7,1,0
"391871","BANTWAL",1,0,0,0,0,0,0,2,1,1,1,1,1,2,3,3,0,29240100208,7,0,0
"391872","BANTWAL",1,0,0,0,0,0,0,7,0,1,1,1,9,0,9,9,0,29240100209,7,0,0
"391873","BANTWAL",1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,0,29240100210,7,0,0
"391876","BANTWAL",1,0,2,40000,40000,2000,2000,8,1,1,1,1,2,9,11,11,0,29240100303,7,1,0
"391880","BANTWAL",1,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,0,29240100404,7,0,0
"391884","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,2,4,4,6,0,29240100504,7,0,0
"391897","BANTWAL",1,0,0,0,0,0,0,10,1,1,1,1,12,4,16,16,0,29240101004,7,0,0
"391903","BANTWAL",1,0,0,0,0,5000,5000,16,1,1,1,1,10,3,12,13,0,29240101106,7,1,0
"391908","BANTWAL",1,0,0,40000,40000,1000,1000,4,1,1,1,0,4,2,6,6,0,29240101304,7,1,0
"391915","BANTWAL",1,0,0,0,0,0,0,8,1,1,1,1,9,4,11,13,0,29240101703,7,1,0
"391925","BANTWAL",1,0,4,25000,3215,1500,1500,4,1,1,1,1,5,4,8,9,0,29240102106,7,1,0
"391926","BANTWAL",1,0,1,0,0,0,0,4,1,1,1,1,3,2,5,5,0,29240102107,7,0,0
"391930","BANTWAL",1,0,1,40000,40000,1000,1000,3,1,1,1,0,3,3,6,6,35,29240102205,7,1,0
"391931","BANTWAL",1,0,4,0,0,0,0,3,0,1,1,1,5,0,5,5,19,29240102206,7,0,0
"391942","BANTWAL",1,0,0,40000,40000,2500,2500,5,1,1,1,1,5,2,7,7,0,29240102605,7,1,0
"391944","BANTWAL",1,0,0,0,0,0,0,6,1,1,1,1,1,5,6,6,24,29240102702,7,0,0
"391947","BANTWAL",1,0,1,0,0,0,0,8,1,1,1,1,0,4,4,4,11,29240102705,7,0,0
"391949","BANTWAL",1,0,0,0,0,0,0,7,1,1,1,1,0,4,4,4,0,29240102707,7,0,0
"391962","BANTWAL",1,0,0,25000,25000,2000,2000,9,1,1,1,1,4,6,8,10,0,29240102910,7,1,0
"391965","BANTWAL",1,0,1,0,0,0,0,4,1,1,1,0,2,5,7,7,0,29240103003,7,1,0
"391971","BANTWAL",1,0,1,0,0,0,0,3,1,1,1,1,4,3,6,7,0,29240103107,7,0,0
"391972","BANTWAL",1,0,2,0,0,0,0,3,1,1,1,1,2,4,5,6,0,29240103108,7,0,0
"391980","BANTWAL",1,0,0,40000,40000,1000,1000,3,1,1,1,1,0,6,6,6,0,29240103305,7,1,0
"391985","BANTWAL",1,0,0,25000,25000,1500,1500,4,1,1,1,1,5,3,6,8,0,29240103406,7,1,0
"391986","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,0,2,3,3,5,0,29240103407,7,1,0
"391999","BANTWAL",1,0,0,40000,40000,2000,2000,3,1,1,1,1,6,1,6,7,0,29240103609,7,1,0
"392000","BANTWAL",1,0,2,0,0,1500,1500,6,1,1,1,1,5,3,8,8,0,29240103610,7,1,0
"392002","BANTWAL",1,0,0,40000,40000,1500,1500,3,1,0,1,1,5,3,7,8,0,29240103702,7,1,0
"392016","BANTWAL",1,0,1,40000,40000,3000,3000,6,1,1,1,1,8,4,12,12,0,29240103913,7,1,0
"392017","BANTWAL",1,0,0,25000,25000,1500,1500,5,1,1,1,1,5,2,7,7,0,29240103914,7,1,0
"392018","BANTWAL",1,0,0,40000,40000,1500,1500,5,1,1,1,0,6,2,8,8,0,29240103915,7,1,0
"392028","BANTWAL",1,0,1,0,0,0,0,9,1,1,1,1,4,10,14,14,0,29240104405,7,1,0
"392034","BANTWAL",1,0,0,0,0,1000,1000,3,1,0,1,1,3,3,4,6,0,29240104506,7,1,0
"392035","BANTWAL",1,0,0,0,0,0,0,2,1,1,1,1,0,3,3,3,0,29240104508,7,0,0
"392039","BANTWAL",1,0,1,0,0,2000,2000,10,1,1,1,1,8,4,11,12,0,29240104604,7,1,0
"392040","BANTWAL",1,0,2,0,0,0,0,3,1,1,1,1,3,4,7,7,0,29240104605,7,0,0
"392045","BANTWAL",1,0,0,25000,25000,1000,1000,4,1,1,1,1,5,2,7,7,37,29240104705,7,1,0
"392050","BANTWAL",1,0,1,40000,40000,1500,1500,6,1,1,1,1,5,3,8,8,7,29240104805,7,1,0
"392066","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240105206,7,0,0
"392072","BANTWAL",1,0,3,53000,53000,65000,65000,7,1,1,1,1,3,5,8,8,0,29240105306,7,1,0
"392073","BANTWAL",1,0,0,0,0,0,0,3,1,0,1,1,1,3,4,4,0,29240105307,7,0,0
"392074","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,3,2,5,5,0,29240105308,7,0,0
"392075","BANTWAL",1,0,2,0,0,0,0,4,1,1,1,1,1,6,6,7,17,29240105309,7,0,0
"392079","BANTWAL",1,0,0,0,0,1500,1500,4,1,1,1,0,3,5,8,8,16,29240105404,7,1,0
"392088","BANTWAL",1,0,2,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240105608,7,0,0
"392092","BANTWAL",1,0,0,0,0,1000,1000,6,1,1,1,0,4,2,6,6,16,29240105703,7,1,0
"392097","BANTWAL",1,0,0,0,0,0,0,8,1,1,1,1,10,0,10,10,0,29240105903,7,1,0
"392104","BANTWAL",1,0,0,40000,40000,1000,1000,4,1,1,1,1,3,2,5,5,0,29240106104,7,1,0
"392105","BANTWAL",1,0,1,0,0,0,0,4,1,1,1,1,1,4,5,5,22,29240106105,7,0,0
"392111","BANTWAL",1,0,0,0,0,1500,1500,3,1,1,1,0,2,7,9,9,5,29240106305,7,1,0
"392122","BANTWAL",1,0,0,0,0,1500,1500,5,1,1,1,1,7,2,8,9,0,29240106410,7,1,0
"392124","BANTWAL",1,0,0,6000,6000,1500,1500,6,1,1,1,1,4,5,9,9,0,29240106502,7,1,0
"392130","BANTWAL",1,0,3,40000,40000,2000,2000,10,1,1,1,1,9,3,11,12,0,29240106607,7,1,0
"392135","BANTWAL",1,0,1,40000,40000,1500,1500,7,1,1,1,1,4,2,6,6,22,29240106705,7,1,0
"392140","BANTWAL",1,0,0,40000,40000,1000,1000,3,1,0,1,0,3,1,4,4,0,29240106805,7,1,0
"392145","BANTWAL",1,0,0,0,0,1000,1000,5,1,1,1,1,5,2,7,7,0,29240107003,7,1,0
"392152","BANTWAL",1,0,0,0,0,2000,2000,6,1,1,1,0,2,9,10,11,82,29240107106,7,1,0
"392153","BANTWAL",1,0,2,0,0,0,0,6,1,1,1,1,1,4,5,5,0,29240107107,7,0,0
"392158","BANTWAL",1,0,0,0,0,1000,1000,3,1,0,1,0,2,4,6,6,0,29240107205,7,1,0
"392159","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,0,4,4,4,0,29240107206,7,0,0
"392160","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,1,3,4,4,0,29240107207,7,0,0
"392162","BANTWAL",1,0,1,40000,40000,1500,1500,11,1,1,1,1,4,2,4,6,0,29240107302,7,1,0
"392168","BANTWAL",1,0,0,0,0,0,0,6,1,1,1,1,7,2,7,9,0,29240107604,7,0,0
"392169","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,2,2,4,4,0,29240107605,7,0,0
"392173","BANTWAL",1,0,0,0,0,0,0,3,1,1,1,1,7,0,7,7,0,29240107704,7,0,0
"392194","BANTWAL",1,0,2,0,0,3000,3000,19,1,1,1,1,12,10,19,22,0,29240108114,7,1,0
"392196","BANTWAL",1,0,0,0,0,0,0,5,1,1,1,1,3,7,10,10,0,29240108116,7,0,0
"392197","BANTWAL",1,0,2,0,0,0,0,3,1,0,1,0,5,1,6,6,38,29240108117,7,1,0
"392198","BANTWAL",1,0,0,0,0,0,0,6,1,1,1,1,2,4,6,6,0,29240108118,7,0,0
"392205","BANTWAL",0,0,0,0,0,1000,1000,4,1,1,1,1,3,4,6,7,0,29240108306,7,1,0
"392206","BANTWAL",0,0,0,0,0,0,0,5,1,1,1,1,4,6,9,10,0,29240108307,7,0,0
"392213","BANTWAL",1,0,1,0,0,0,0,4,1,1,1,1,3,11,9,14,0,29240108803,7,0,0
"392215","BANTWAL",0,0,0,0,0,0,0,7,1,1,1,1,2,7,8,9,0,29240108805,7,1,0
"392219","BANTWAL",0,0,0,0,0,1000,1000,4,1,1,1,0,1,6,7,7,0,29240109202,7,1,0
"392223","BANTWAL",0,0,7,25000,25000,1000,1000,5,1,1,1,0,3,4,7,7,0,29240109304,7,1,0
"392224","BANTWAL",0,0,0,0,0,0,0,3,1,1,1,1,0,6,6,6,0,29240109305,7,0,0
"392227","BANTWAL",0,0,0,0,0,1500,1500,6,1,1,1,1,4,4,8,8,0,29240109503,7,1,0
"392228","BANTWAL",0,0,0,0,0,0,0,6,1,1,1,1,0,9,8,9,0,29240109504,7,1,0
"392229","BANTWAL",0,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,13,29240109505,7,0,0
"392235","BANTWAL",0,0,0,0,0,3000,3000,10,1,1,1,1,8,7,14,15,0,29240109903,7,1,0
"392236","BANTWAL",0,0,0,0,0,0,0,10,1,1,1,1,3,3,6,6,0,29240109904,7,0,0
"392244","BELTHANGADY",1,0,0,45000,45000,1500,1500,3,1,1,1,0,4,4,8,8,17,29240200103,7,1,0
"392250","BELTHANGADY",1,0,0,0,0,1000,1000,7,1,1,1,1,4,6,10,10,0,29240200302,7,1,0
"392259","BELTHANGADY",1,0,0,0,0,1000,1000,4,1,1,1,1,6,0,5,6,0,29240200705,7,1,0
"392268","BELTHANGADY",1,0,1,0,0,0,0,3,1,1,1,1,6,2,5,8,54,29240200905,7,0,0
"392272","BELTHANGADY",1,0,0,40000,40000,1500,1500,7,1,1,1,1,5,5,10,10,0,29240201004,7,1,0
"392279","BELTHANGADY",1,0,1,0,0,1500,1500,8,1,1,1,1,4,3,6,7,0,29240201205,7,1,0
"392286","BELTHANGADY",1,0,0,25000,25000,1000,1000,4,1,1,1,1,4,1,4,5,0,29240201503,7,1,0
"392289","BELTHANGADY",1,0,0,0,0,0,0,6,1,1,1,1,10,0,9,10,0,29240201603,7,0,0
"392297","BELTHANGADY",1,0,1,40000,40000,1000,1000,6,1,1,1,1,1,7,8,8,0,29240201805,7,1,0
"392298","BELTHANGADY",1,0,1,0,0,0,0,4,1,1,1,1,1,6,7,7,0,29240201806,7,0,0
"392304","BELTHANGADY",1,0,2,25000,25000,1000,1000,4,1,1,1,1,6,0,6,6,0,29240202004,7,1,0
"392308","BELTHANGADY",1,0,0,40000,40000,1500,1500,9,1,1,1,1,6,4,10,10,0,29240202104,7,1,0
"392313","BELTHANGADY",1,0,0,40000,40000,1500,1500,3,1,1,1,1,2,6,8,8,0,29240202206,7,1,0
"392317","BELTHANGADY",1,0,0,40000,40000,1500,1500,7,1,1,1,1,7,3,9,10,3,29240202304,7,1,0
"392324","BELTHANGADY",1,0,0,25000,24863,1500,1500,4,1,1,1,1,6,3,8,9,0,29240202605,7,1,0
"392336","BELTHANGADY",1,0,0,40000,40000,1500,1500,4,1,1,1,1,2,4,5,6,0,29240202907,7,1,0
"392339","BELTHANGADY",1,0,0,5000,5000,1500,1500,7,1,1,1,1,2,5,7,7,0,29240203002,7,1,0
"392345","BELTHANGADY",1,0,1,25000,25000,1000,1000,3,1,1,1,1,5,2,7,7,0,29240203106,7,1,0
"392349","BELTHANGADY",1,0,0,40000,39481,1500,1500,10,1,1,1,1,6,11,17,17,0,29240203303,7,1,0
"392357","BELTHANGADY",1,0,0,40000,40000,1500,1500,6,1,1,1,1,4,3,6,7,0,29240203604,7,1,0
"392362","BELTHANGADY",1,0,1,0,0,0,0,3,1,1,1,1,0,3,3,3,0,29240203705,7,0,0
"392369","BELTHANGADY",1,0,0,0,0,0,0,3,1,0,1,1,4,2,6,6,0,29240203907,7,1,0
"392371","BELTHANGADY",1,0,0,0,0,0,0,6,1,1,1,1,2,3,5,5,0,29240203909,7,1,0
"392383","BELTHANGADY",1,0,1,40000,40000,1000,1000,3,1,0,1,1,6,1,7,7,47,29240204304,7,1,0
"392384","BELTHANGADY",1,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240204305,7,0,0
"392389","BELTHANGADY",1,0,0,25000,25000,0,0,3,1,1,1,0,2,1,3,3,0,29240204405,7,1,0
"392396","BELTHANGADY",1,0,0,0,0,1000,1000,5,1,1,1,1,5,2,6,7,0,29240204606,7,1,0
"392397","BELTHANGADY",1,0,1,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240204607,7,0,0
"392399","BELTHANGADY",1,0,0,0,0,0,0,6,0,1,1,1,3,2,5,5,0,29240204609,7,1,0
"392406","BELTHANGADY",1,0,2,40000,40000,1000,1000,9,1,1,1,1,4,3,6,7,0,29240204806,7,1,0
"392412","BELTHANGADY",1,0,0,0,0,1000,1000,7,1,1,1,1,2,8,9,10,0,29240205004,7,1,0
"392413","BELTHANGADY",1,0,0,0,0,0,0,2,1,0,1,1,999,999,999,999,999,29240205005,7,1,0
"392417","BELTHANGADY",1,0,2,40000,40000,1500,1500,3,1,0,1,0,3,4,5,7,0,29240205203,7,1,0
"392423","BELTHANGADY",1,0,0,0,0,1000,1000,5,1,1,1,1,4,3,5,7,0,29240205306,7,1,0
"392427","BELTHANGADY",1,0,0,40000,40000,1000,1000,4,1,1,1,1,4,3,6,7,0,29240205404,7,1,0
"392432","BELTHANGADY",1,0,0,0,0,0,0,4,1,1,1,1,2,2,4,4,0,29240205505,7,0,0
"392436","BELTHANGADY",1,0,2,25000,25000,1500,1500,7,1,1,1,1,3,5,8,8,0,29240205702,7,1,0
"392439","BELTHANGADY",1,0,2,0,0,0,0,7,1,1,1,1,5,2,6,7,0,29240205803,7,1,0
"392440","BELTHANGADY",1,0,1,0,0,0,0,3,1,1,1,1,2,2,4,4,0,29240205804,7,0,0
"392455","BELTHANGADY",1,0,0,40000,34500,1500,1500,5,1,1,1,1,5,2,4,7,0,29240206303,7,1,0
"392458","BELTHANGADY",1,0,0,40000,40000,1500,1500,3,1,1,1,0,6,1,7,7,15,29240206403,7,1,0
"392461","BELTHANGADY",1,0,0,40000,40000,1500,1500,6,1,1,1,1,4,3,7,7,67,29240206503,7,1,0
"392480","BELTHANGADY",1,0,0,0,0,0,0,2,1,0,1,0,999,999,999,999,999,29240207404,7,1,0
"392498","BELTHANGADY",1,0,0,40000,40000,1500,1500,5,1,1,1,1,2,5,7,7,0,29240207712,7,1,0
"392499","BELTHANGADY",1,0,1,0,0,0,0,12,1,1,1,1,7,4,11,11,0,29240207713,7,1,0
"392501","BELTHANGADY",1,0,1,0,0,0,0,6,1,1,1,1,2,4,5,6,0,29240207715,7,0,0
"392502","BELTHANGADY",1,0,0,0,0,0,0,7,1,1,1,1,5,8,13,13,0,29240207716,7,0,0
"392503","BELTHANGADY",1,0,0,0,0,0,0,10,1,1,1,1,8,8,15,16,0,29240207717,7,0,0
"392510","BELTHANGADY",1,0,0,40000,40000,1500,1500,6,1,1,1,1,4,8,12,12,0,29240207902,7,1,0
"392516","BELTHANGADY",0,0,0,0,0,0,0,6,1,1,1,1,3,5,8,8,0,29240208402,7,1,0
"392517","BELTHANGADY",0,0,0,0,0,0,0,3,1,1,1,1,2,2,4,4,0,29240208403,7,0,0
"392520","BELTHANGADY",0,0,0,25000,25000,100,100,9,1,1,1,1,3,6,8,9,0,29240208702,7,1,0
"392523","BELTHANGADY",0,0,4,0,0,0,0,3,1,1,1,1,3,5,6,8,0,29240208803,7,0,0
"392526","MANGALORE CITY",0,0,0,0,0,2500,2500,6,1,1,1,1,1,7,6,8,0,29240300106,7,1,0
"392530","MANGALORE CITY",0,0,2,0,0,2500,2500,9,1,1,1,1,5,6,10,11,0,29240300204,7,1,0
"392531","MANGALORE CITY",0,0,4,0,0,0,0,5,1,1,1,1,1,6,3,7,0,29240300205,7,0,0
"392532","MANGALORE CITY",0,0,0,0,0,1500,1500,12,1,1,1,1,7,3,10,10,0,29240300206,7,1,0
"392536","MANGALORE CITY",0,0,1,0,0,1500,1500,3,1,1,1,0,2,5,5,7,66,29240300404,7,1,0
"392537","MANGALORE CITY",0,0,1,0,0,0,0,3,1,1,1,1,0,6,6,6,0,29240300405,7,0,0
"392538","MANGALORE CITY",0,0,0,0,0,0,0,3,1,1,1,1,5,4,8,9,0,29240300406,7,0,0
"392540","MANGALORE CITY",0,0,0,0,0,0,0,5,1,1,1,1,2,7,9,9,18,29240300408,7,0,0
"392544","MANGALORE CITY",0,0,1,0,0,0,0,4,1,1,1,1,0,5,4,5,0,29240300603,7,0,0
"392548","MANGALORE CITY",0,0,0,0,0,0,0,2,1,0,0,0,999,999,999,999,999,29240300704,7,1,0
"392552","MANGALORE CITY",0,0,0,0,0,1500,1500,9,1,1,1,1,3,6,7,9,0,29240300804,7,1,0
"392553","MANGALORE CITY",0,0,0,0,0,0,0,3,1,1,1,1,3,6,9,9,0,29240300805,7,0,0
"392554","MANGALORE CITY",0,0,0,0,0,0,0,6,1,1,1,1,2,7,9,9,0,29240300806,7,0,0
"392557","MANGALORE CITY",0,0,0,40000,40000,1500,1500,3,1,1,1,1,1,6,7,7,0,29240300903,7,1,0
"392560","MANGALORE CITY",0,0,2,0,0,0,0,3,1,1,1,1,2,4,6,6,0,29240301002,7,0,0
"392563","MANGALORE CITY",0,0,0,0,0,1500,1500,3,1,1,1,1,2,5,5,7,0,29240301103,7,1,0
"392564","MANGALORE CITY",0,0,0,0,0,0,0,6,1,1,0,1,3,3,5,6,0,29240301104,7,0,0
"392569","MANGALORE CITY",0,0,1,0,0,1000,1000,12,1,1,1,1,0,13,12,13,0,29240301205,7,1,0
"392570","MANGALORE CITY",0,0,2,0,0,0,0,3,1,1,1,1,1,6,7,7,0,29240301206,7,0,0
"392573","MANGALORE CITY",0,0,1,0,0,0,0,3,1,1,1,1,1,5,5,6,0,29240301303,7,0,0
"392576","MANGALORE CITY",0,0,1,0,0,1500,1500,5,1,1,1,1,4,4,7,8,0,29240301403,7,1,0
"392577","MANGALORE CITY",0,0,0,0,0,0,0,5,1,1,1,1,4,5,8,9,0,29240301404,7,0,0
"392581","MANGALORE CITY",0,0,1,50000,50000,1500,1500,3,1,1,1,1,1,5,6,6,66,29240301504,7,1,0
"392582","MANGALORE CITY",0,0,0,0,0,0,0,8,1,1,1,1,6,5,8,11,0,29240301505,7,0,0
"392588","MANGALORE CITY",0,0,1,0,0,0,0,3,1,1,1,0,0,5,5,5,0,29240301706,7,0,0
"392589","MANGALORE CITY",0,0,0,0,0,5000,5000,23,1,1,1,1,6,6,9,12,0,29240301707,7,1,0
"392593","MANGALORE CITY",0,0,1,0,0,1500,1500,3,1,1,1,1,1,6,6,7,0,29240301804,7,1,0
"392594","MANGALORE CITY",0,0,0,0,0,0,0,16,1,1,1,1,2,5,6,7,0,29240301805,7,0,0
"392595","MANGALORE CITY",0,0,0,0,0,0,0,12,1,1,1,1,7,14,21,21,11,29240301806,7,0,0
"392601","MANGALORE CITY",0,0,0,0,0,0,0,11,1,1,1,1,9,20,27,29,0,29240302005,7,0,0
"392602","MANGALORE CITY",0,0,0,0,0,1500,1500,6,1,1,1,1,3,2,4,5,0,29240302006,7,1,0
"392603","MANGALORE CITY",0,0,0,0,0,2500,2500,6,1,1,1,1,2,8,10,10,57,29240302007,7,1,0
"392608","MANGALORE CITY",0,0,2,0,0,1500,1500,3,1,1,1,1,2,7,8,9,0,29240302104,7,1,0
"392609","MANGALORE CITY",0,0,0,0,0,0,0,6,1,1,1,1,1,9,9,10,0,29240302105,7,0,0
"392610","MANGALORE CITY",0,0,2,0,0,0,0,4,1,1,1,1,0,9,9,9,0,29240302106,7,0,0
"392614","MANGALORE CITY",0,0,0,0,0,0,0,6,1,1,1,1,2,6,8,8,0,29240302305,7,0,0
"392615","MANGALORE CITY",0,0,0,0,0,0,0,9,1,1,1,1,3,10,11,13,0,29240302306,7,1,0
"392621","MANGALORE CITY",0,0,0,0,0,1500,1500,12,1,1,1,1,0,13,13,13,0,29240302605,7,1,0
"392622","MANGALORE CITY",0,0,0,0,0,0,0,6,1,1,1,1,0,8,8,8,0,29240302606,7,0,0
"392626","MANGALORE CITY",0,0,0,25000,25000,1000,1000,5,1,1,1,0,2,6,8,8,0,29240302807,7,1,0
"392627","MANGALORE CITY",0,0,1,0,0,1000,1000,12,1,1,1,1,7,8,15,15,0,29240302808,7,1,0
"392628","MANGALORE CITY",0,0,0,0,0,6000,6000,19,1,1,1,1,18,3,14,21,0,29240302809,7,1,0
"392636","MANGALORE CITY",0,0,0,0,0,1500,1500,6,1,1,1,1,3,4,3,7,0,29240302907,7,1,0
"392638","MANGALORE CITY",0,0,0,0,0,0,0,10,1,1,1,1,0,7,7,7,68,29240302909,7,0,0
"392639","MANGALORE CITY",0,0,1,0,0,0,0,3,1,1,1,1,1,5,5,6,0,29240302910,7,0,0
"392640","MANGALORE CITY",0,0,0,0,0,3000,3000,5,1,1,1,1,5,3,7,8,0,29240302911,7,1,0
"392645","MANGALORE CITY",0,0,1,0,0,1000,1000,6,1,1,1,1,5,2,6,7,0,29240303006,7,1,0
"392646","MANGALORE CITY",0,0,0,0,0,2500,2500,6,1,1,1,1,1,9,9,10,0,29240303007,7,1,0
"392648","MANGALORE CITY",0,0,1,0,0,0,0,2,1,1,1,1,1,2,3,3,0,29240303009,7,0,0
"392654","MANGALORE CITY",0,0,0,0,0,1500,1500,3,1,1,1,1,1,7,6,8,0,29240303107,7,1,0
"392655","MANGALORE CITY",0,0,0,0,0,0,0,4,1,1,1,1,4,4,7,8,80,29240303108,7,0,0
"392657","MANGALORE CITY",0,0,1,0,0,0,0,5,1,1,1,1,0,4,4,4,0,29240303110,7,0,0
"392660","MANGALORE CITY",0,0,1,40000,40000,1000,1000,5,1,1,1,1,1,6,7,7,67,29240303203,7,1,0
"392661","MANGALORE CITY",0,0,0,0,0,0,0,3,1,1,1,0,0,6,6,6,0,29240303204,7,0,0
"392670","MANGALORE CITY",0,0,1,0,0,2500,2500,18,1,1,1,1,3,14,16,17,0,29240303309,7,1,0
"392671","MANGALORE CITY",0,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240303310,7,0,0
"392672","MANGALORE CITY",0,0,1,0,0,1000,1000,12,1,1,1,0,6,5,9,11,0,29240303311,7,1,0
"392674","MANGALORE CITY",0,0,0,40000,40000,2000,2000,3,1,1,1,1,2,5,7,7,36,29240303402,7,1,0
"392678","MANGALORE CITY",0,0,3,0,0,0,0,20,1,1,1,1,10,3,10,13,0,29240303504,7,0,0
"392679","MANGALORE CITY",0,0,1,0,0,500,500,9,1,1,1,1,0,9,8,9,60,29240303505,7,1,0
"392683","MANGALORE CITY",0,0,0,0,0,2000,2000,3,1,1,1,1,4,4,5,8,0,29240303603,7,1,0
"392687","MANGALORE CITY",0,0,1,0,0,1500,1500,4,1,1,1,1,1,5,6,6,0,29240303706,7,1,0
"392688","MANGALORE CITY",0,0,2,0,0,0,0,3,1,1,1,1,0,6,6,6,0,29240303707,7,0,0
"392689","MANGALORE CITY",0,0,1,7000,7000,7000,7000,10,1,1,1,1,0,14,12,14,0,29240303708,7,1,0
"392692","MANGALORE CITY",0,0,0,0,0,2000,2000,5,1,1,1,1,4,3,6,7,55,29240303803,7,1,0
"392702","MANGALORE CITY",0,0,0,0,0,2000,2000,8,1,1,1,1,3,9,11,12,0,29240304107,7,1,0
"392703","MANGALORE CITY",0,0,0,0,0,0,0,4,1,1,1,1,1,5,6,6,0,29240304108,7,0,0
"392704","MANGALORE CITY",0,0,0,0,0,1500,1500,3,1,0,1,1,2,4,6,6,11,29240304109,7,1,0
"392706","MANGALORE CITY",0,0,0,0,0,0,0,6,1,1,1,1,2,6,7,8,0,29240304111,7,0,0
"392711","MANGALORE CITY",0,0,1,0,0,1000,1000,3,1,1,1,1,2,6,7,8,0,29240304303,7,1,0
"392715","MANGALORE CITY",0,0,0,0,0,0,0,3,1,1,1,1,0,3,3,3,0,29240304404,7,0,0
"392719","MANGALORE CITY",0,0,0,0,0,2000,2000,9,1,1,1,1,4,9,12,13,0,29240304504,7,1,0
"392720","MANGALORE CITY",0,0,0,0,0,4500,4500,16,1,1,1,1,1,17,17,18,0,29240304505,7,1,0
"392732","PUTTUR",1,0,0,0,0,2000,2000,10,1,1,1,1,7,1,7,8,0,29240400405,7,1,0
"392736","PUTTUR",1,0,1,25000,19000,1500,0,4,1,1,1,1,4,4,8,8,0,29240400603,7,1,0
"392743","PUTTUR",1,0,3,0,0,1000,1000,3,1,1,1,1,2,5,0,7,0,29240400804,7,1,0
"392749","PUTTUR",1,0,0,0,0,65000,65000,3,1,1,1,0,5,3,6,8,0,29240400906,7,1,0
"392750","PUTTUR",1,0,0,0,0,2000,2000,3,1,1,1,1,7,0,6,7,0,29240400907,7,1,0
"392756","PUTTUR",1,0,0,40000,40000,1500,1500,5,1,1,1,1,2,6,8,8,0,29240401006,7,1,0
"392764","PUTTUR",1,0,1,0,0,0,0,4,1,1,1,1,4,2,6,6,0,29240401303,7,1,0
"392766","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,1,2,3,3,0,29240401305,7,0,0
"392769","PUTTUR",1,0,3,0,0,0,0,3,1,1,1,1,0,6,5,6,0,29240401403,7,0,0
"392778","PUTTUR",1,0,0,0,0,1000,1000,6,1,1,1,1,3,4,7,7,0,29240401607,7,1,0
"392779","PUTTUR",1,0,0,40000,40000,1500,1500,3,1,1,1,0,3,3,6,6,0,29240401608,7,1,0
"392785","PUTTUR",1,0,0,0,0,2500,2500,6,1,1,1,1,12,1,11,13,0,29240401707,7,1,0
"392786","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,2,6,8,8,0,29240401708,7,0,0
"392795","PUTTUR",1,0,0,65000,65000,1500,1500,3,1,1,1,1,5,1,5,6,0,29240402003,7,1,0
"392802","PUTTUR",1,0,0,40000,40000,1500,1500,3,1,1,1,0,5,2,7,7,0,29240402304,7,1,0
"392813","PUTTUR",1,0,1,40000,40000,1500,1500,6,1,1,1,1,4,5,9,9,0,29240402605,7,1,0
"392814","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,0,4,4,4,0,29240402606,7,0,0
"392820","PUTTUR",1,0,0,65000,65000,25000,25000,7,1,1,1,1,6,2,7,8,0,29240402706,7,1,0
"392821","PUTTUR",1,0,0,0,0,0,0,6,1,1,1,1,4,4,7,8,0,29240402707,7,0,0
